published,last_update,category,views,recommendations,comments,authors,characters,rating,genre,size_kb,warnings,translators,original_language,betas,series,challenge,title,events,target
2014-04-09,2018-09-04,H,97947,22,323,['58426'],"[['Гермиона Грейнджер', 'Драко Малфой'], ['Рон Уизли', 'Гермиона Грейнджер'], ['Астория Гринграсс', 'Драко Малфой'], 'Новый Женский Персонаж', 'Новый Мужской Персонаж']",R,['Романтика'],329,"['AU', 'ООС']",,,"['140452', '74228']",,,"[5.953667533425679e+18, 6.590990111209384e+18, 2.609751951064318e+17, 1.5300909611633818e+18, 6.948182297759426e+18]","[9.093989600810537e+18, 8.607079560928971e+18, 3.700828417029084e+18, 5.091602363353723e+18]",1471
2014-04-14,2014-04-14,S,11707,0,14,['71665'],"[['Гарри Поттер', 'Скорпиус Малфой', 'Драко Малфой']]",R,['Драма'],15,['сиквел'],,,,,,"[3.5911262900389084e+18, 3.9065437200563016e+18]","[2.6589479962767648e+17, 2.4209866212287263e+18, 8.607079560928971e+18]",496
2015-01-01,2015-01-01,S,25031,4,83,['159352'],"[['Северус Снейп', 'Гарри Поттер']]",NC-17,"['Юмор', 'Романтика']",65,['AU'],,,['162379'],/serie923,,"[1.9862270478275576e+18, 7.522634477877305e+18]",[9.141967877688732e+18],1290
2019-10-25,2019-10-25,H,3059,1,0,['522674'],"[['Гермиона Грейнджер', 'Северус Снейп']]",PG-13,"['Романтика', 'Ангст']",37,,,,,,,"[2.559603217631601e+18, 8.579387282084069e+18, 2.4474326803153695e+18]",[],206
2017-01-10,2017-01-10,G,4479,0,24,['375574'],"['Гарри Поттер', 'Гермиона Грейнджер', 'Нарцисса Малфой', 'Драко Малфой', 'Луна Лавгуд', 'Невилл Лонгботтом']",PG-13,"['Мистика', 'Ужасы']",18,"['AU', 'Смерть персонажа', 'ООС']",,,['234680'],,,"[1.715098568645588e+18, 2.3276873175723945e+18]","[9.093989600810537e+18, 4.973737079736205e+18, 5.091602363353723e+18, 5.265453167772786e+18]",296
2015-06-13,2015-07-22,G,11231,3,84,['172078'],"[['Люциус Малфой', 'Нарцисса Малфой'], ['Беллатриса Лестрейндж', 'Родольфус Лестрейндж'], 'Драко Малфой', 'Лорд Волдеморт (Том Риддл)', 'Северус Снейп', 'Игорь Каркаров', 'Антонин Долохов']",R,"['Комедия', 'Юмор', 'Пародия']",56,"['AU', 'ООС', 'Нецензурная лексика']",,,['183327'],/serie484,,"[5.657262894343267e+18, 4.189797069721008e+18, 4.103644678860446e+18, 5.40089922393052e+18, 7.143052155104068e+18, 8.138923183749775e+18]","[9.16433052224095e+18, 5.420764329290495e+18, 2.593952817060485e+18, 2.531777133842788e+18]",241
2017-10-21,2017-10-21,H,1887,0,17,[],"[['Лили Эванс (Лили Поттер)', 'Джеймс Поттер']]",General,['Романтика'],5,,,,,,/challenge49,"[4.77651117947982e+18, 3.5764349079851935e+18]",[7.678966060302864e+18],111
2014-03-22,2014-03-22,G,3264,0,6,['40795'],"['Тедди Люпин', 'Билл Уизли']",General,"['Ангст', 'Драббл']",7,,,,,,,"[7.931919898674348e+18, 3.6865856421192335e+18]","[9.093989600810537e+18, 8.175344298699223e+18, 2.593952817060485e+18, 2.2622014820230628e+18, 8.583542024877844e+18]",43
2019-10-08,2019-10-08,H,776,0,15,['esama'],"[['Барон Майерлинг', 'Шарлотта Эльборн'], 'Ди', 'Лейла Маркус', 'Гарри Поттер', 'Гровек Маркус  (Гров)']",R,"['Кроссовер', 'Драма', 'Фэнтези']",39,"['AU', 'Нецензурная лексика']",['52432'],Английский,,/serie2089,,[4.67453353336755e+18],[],94
2012-01-19,2012-12-22,H,141912,5,217,['56507'],"[['Гарри Поттер', 'Гермиона Грейнджер'], 'Рон Уизли', 'Джинни Уизли', 'Драко Малфой', 'Джордж Уизли']",R,"['Романтика', 'Приключения']",287,"['Это романтика. Упор делается на отношения', 'поэтому адского экшена в фике не предвидится. ']",,,,,,[4.018106316995822e+18],"[5.420764329290495e+18, 3.2269359891538053e+18, 9.093989600810537e+18, 2.593952817060485e+18, 6.910148155097983e+17]",1659
2014-07-16,2014-07-22,S,13494,2,177,['57735'],"[['Нимфадора Тонкс', 'Драко Малфой', 'Гарри Поттер']]",NC-17,"['Ангст', 'Драма']",49,"['AU', 'От первого лица (POV)']",,,"['75483', '43957', '63202']",,,"[5.376021899568723e+18, 3.808960344983213e+17, 6.590990111209384e+18, 7.489412493256828e+18, 8.396441187617561e+18]","[3.096525732191928e+18, 8.175344298699223e+18, 1.8354575537094717e+18, 5.091602363353723e+18, 3.2269359891538053e+18]",337
2016-07-26,2016-07-26,H,10556,9,25,['170368'],"[['Драко Малфой', 'Гермиона Грейнджер'], ['Рон Уизли', 'Панси Паркинсон'], ['Гермиона Грейнджер', 'Панси Паркинсон']]",R,['Пародия'],17,"['AU', 'Фемслэш', 'Нецензурная лексика']",,,['47664'],/serie990,,"[2.368377417846476e+18, 8.852566802264166e+18, 1.0453789291483151e+18]",[3.281018045554982e+18],591
2014-01-24,2014-01-24,S,9513,1,19,['42791'],"[['Гарри Поттер', 'Драко Малфой'], 'Северус Снейп']",R,"['Первый раз', 'Романтика']",18,"['если только на эпилог АУ', 'а так... ах', 'да', 'Снейп уполз!']",,,['47608'],,,"[4.2654380617097887e+18, 1.8670905551683407e+18, 1.4286297428901053e+18, 7.365793650580424e+18]",[],534
2019-12-13,2019-12-13,H,271,0,2,['437705'],"[['Антонин Долохов', 'Рита Скитер']]",R,"['Драббл', 'Пропущенная сцена', 'Ангст']",4,"['AU', 'Гет']",,,,/serie2192,,"[1.391904871186859e+18, 2.515417098747567e+18]","[7.678966060302864e+18, 4.431912214091004e+18, 2.531777133842788e+18]",26
2014-10-19,2014-10-19,H,7813,2,12,['140425'],"[['Беллатриса Лестрейндж', 'Родольфус Лестрейндж']]",R,"['Ангст', 'Драма', 'Hurt/comfort', 'Пропущенная сцена']",26,,,,,/serie344,,"[6.102125524754117e+18, 1.5696877494344218e+17]","[2.531777133842788e+18, 2.2622014820230628e+18]",140
2013-09-18,2013-09-18,H,3723,1,4,['60177'],"[['Люциус Малфой', 'Молли Уизли', 'Артур Уизли']]",PG-13,['Драма'],20,"['Attention! Люциус', 'Артур и Молли - одногодки.']",,,,,,"[2.7752783003663824e+17, 5.948154427399185e+18, 2.0753207359887048e+18, 3.2595593271856415e+18, 7.86953347262957e+18]","[9.093989600810537e+18, 2.2622014820230628e+18, 1.412495601364117e+18, 2.593952817060485e+18, 7.285076916399111e+18, 8.607079560928971e+18]",42
2013-05-14,2013-05-14,H,15949,3,58,['63988'],"[['Сириус Блэк', 'Марлин МакКиннон'], 'Гидеон Пруэтт', 'Фабиан Пруэтт']",R,"['Ангст', 'Драма']",33,['Смерть персонажа'],,,,,,"[5.958864483143795e+18, 4.745388879784137e+18, 3.5392597114067603e+17, 1.2934037212873121e+18]","[7.678966060302864e+18, 9.049884987810632e+17, 6.085209664702086e+18, 2.2622014820230628e+18]",170
2005-04-17,2005-04-30,H,153140,4,99,['coriander'],"[['Гарри Поттер', 'Гермиона Грейнджер']]",NC-17,['Романтика'],285,,[],,,,,"[3.964707204066248e+18, 1.561311184911004e+18, 6.590990111209384e+18, 6.075583205426357e+18, 5.478433428167904e+18, 5.849019895110668e+18]",[],1179
2019-04-13,2019-04-13,G,2509,0,6,['215059'],['Гарри Поттер'],PG-13,['Юмор'],9,['AU'],,,['219670'],/serie2087,,"[7.126122249044467e+18, 5.40089922393052e+18, 5.186280671251696e+18, 5.540784032783122e+18]",[],225
2013-12-28,2013-12-28,S,10135,1,33,['41371'],"[['Гарри Поттер', 'Северус Снейп']]",R,"['Драма', 'Романтика']",19,['AU'],,,['38453'],,,"[9.221669013102591e+18, 8.76475105388679e+18]",[5.091602363353723e+18],619
2010-04-30,2010-04-30,G,4995,0,2,['XxXxSlytherinPrincessxXxX'],"[['Люциус Малфой', 'Нарцисса Малфой']]",не указан,"['Общий', 'Флафф']",6,,['41271'],Английский,,,,"[9.168354866494506e+18, 2.559603217631601e+18, 8.959520939089279e+18]",[2.2622014820230628e+18],24
2016-09-07,2019-03-17,G,15175,1,9,['35825'],"['Гарри Поттер', 'Драко Малфой', 'Гермиона Грейнджер', 'Новый Женский Персонаж', 'Новый Мужской Персонаж', 'Рон Уизли', 'Артур Уизли', 'Лорд Волдеморт (Том Риддл)']",R,"['Ангст', 'Экшен', 'Романтика']",322,"['AU', 'Гет', 'ООС']",,,"['220954', '41700']",/serie256,,"[2.0753207359887048e+18, 6.956475185855665e+18, 5.397407903670023e+18, 9.017204298310811e+18]","[9.049884987810632e+17, 5.091602363353723e+18, 6.085209664702086e+18, 3.700828417029084e+18, 5.506017037550416e+18, 6.910148155097983e+17, 2.593952817060485e+18, 7.260920065589541e+18, 7.735869343941925e+18]",250
2018-09-16,2018-09-16,S,2633,0,10,['RenderedReversed'],"[['Гарри Поттер', 'Лорд Волдеморт (Том Риддл)'], 'Колин Криви', 'Новый Мужской Персонаж']",PG-13,"['Кроссовер', 'Флафф']",14,"['AU', 'ООС', 'UST', 'Пре-слэш']",['158296'],Английский,['40451'],/serie1632,,"[1.1117785273874222e+18, 4.447610817250528e+18, 5.657262894343267e+18, 3.500458655408179e+18, 2.2320592715256243e+18, 1.6454346969984742e+18, 5.40089922393052e+18, 6.228347241060494e+18, 5.40089922393052e+18, 4.79294927189414e+18, 6.380992288103916e+18, 7.493668072152104e+18]","[8.844832552427572e+17, 6.09928290882106e+18, 5.494196018564324e+18]",209
2012-02-06,2012-02-06,S,7721,1,15,['46737'],"[['Северус Снейп', 'Люциус Малфой'], ['Северус Снейп', 'Новый Мужской Персонаж']]",NC-17,"['Драма', 'Романтика']",25,['AU'],,,['58350'],,,"[4.25787833870799e+18, 4.3386312307243484e+18, 2.559603217631601e+18, 2.7129723287215483e+18, 6.302082053778469e+18]","[5.091602363353723e+18, 8.94765061936755e+18, 2.2622014820230628e+18, 2.593952817060485e+18, 6.910148155097983e+17]",147
2019-02-19,2019-06-15,H,40966,0,51,['413921'],"[['Гарри Поттер', 'Гермиона Грейнджер'], ['Рон Уизли', 'Ромильда Вейн'], ['Драко Малфой', 'Джинни Уизли']]",R,"['Экшен', 'Детектив', 'Романтика', 'Юмор']",290,"['ООС', 'Насилие']",,,"['219670', '57013', '63746']",,,[7.116742278093445e+18],"[5.708357661850474e+18, 7.260920065589541e+18, 3.2269359891538053e+18, 9.093989600810537e+18]",1047
2010-11-12,2010-11-12,S,6794,0,46,['41481'],"[['Драко Малфой', 'Гарри Поттер'], ['Драко Малфой', 'Астория Гринграсс'], ['Гарри Поттер', 'Джинни Уизли']]",General,"['Драббл', 'Драма']",2,,,,,,,[6.54087752693983e+18],"[5.265453167772786e+18, 8.583542024877844e+18, 2.593952817060485e+18]",83
2018-09-11,2018-09-11,H,46699,3,56,['458202'],"[['Лили Эванс (Лили Поттер)', 'Новый Мужской Персонаж'], ['Лили Эванс (Лили Поттер)', 'Северус Снейп']]",PG-13,['Ангст'],608,"['AU', 'Мэри Сью']",,,['237802'],,,[3.0694443895491374e+18],"[7.678966060302864e+18, 2.6999131857486973e+17, 6.910148155097983e+17, 8.913004958747984e+18, 2.4441062145608262e+17]",832
2017-10-21,2017-10-21,H,7382,1,239,['410319'],['Мариэтта Эджкомб'],R,"['Ангст', 'Драма', 'Сонгфик']",58,['Насилие'],,,,,,"[1.0671637021609368e+18, 8.646039043356654e+18]",[2.531777133842788e+18],73
2015-11-27,2015-12-27,H,201542,11,273,['75060'],"[['Северус Снейп', 'Гермиона Грейнджер'], 'Гарри Поттер', 'Минерва МакГонагалл', 'Новый Женский Персонаж', 'Джинни Уизли']",R,"['Романтика', 'Приключения']",249,"['AU', 'ООС']",,,['61761'],/serie899,,"[6.065992953014e+18, 1.4629217716643428e+18]","[5.091602363353723e+18, 1.256868442053431e+18]",2484
2019-04-24,2019-04-24,H,1996,0,6,['218548'],"[['Гарри Поттер', 'Северус Снейп']]",PG-13,"['Ангст', 'Драма', 'Hurt/comfort']",98,['UST'],,,,,,"[7.738758671427235e+18, 2.2874526865911386e+18]",[],128
2017-03-17,2017-03-17,S,2629,1,6,"['265885', '293033']","[['Персиваль Грейвс', 'Генри Шоу-младший']]",NC-17,['PWP'],12,,,,['172078'],/serie1283,/challenge44,"[4.727446761165243e+18, 5.26414591038255e+18]",[8.741477871658636e+18],68
2018-07-16,2018-07-16,H,3378,7,68,['220954'],"[['Люциус Малфой', 'Гермиона Грейнджер'], 'Новый Персонаж']",R,['Пародия'],8,"['AU', 'ООС']",,,['86122'],,,"[9.182673304060612e+18, 6.590990111209384e+18, 4.220290649865966e+18, 4.782820355211859e+17, 7.834902936790172e+17]",[9.049884987810632e+17],189
2011-10-04,2012-12-11,G,82375,4,71,['51021'],"['Лорд Волдеморт (Том Риддл)', 'Альбус Дамблдор', 'Неизвестный Персонаж', 'Новый Женский Персонаж', 'Новый Мужской Персонаж']",General,"['Общий', 'Приключения']",895,,,,['59763'],,,"[3.868907224850768e+18, 7.28237245801908e+18]","[1.412495601364117e+18, 3.700828417029084e+18, 2.531777133842788e+18]",533
2020-01-31,2020-01-31,H,430,0,4,['113285'],"[['Гермиона Грейнджер', 'Виктор Крам']]",General,"['Драббл', 'Романтика', 'Флафф']",7,['Гет'],,,,,,"[1.245531761593993e+18, 4.387157776662756e+18]","[9.093989600810537e+18, 2.593952817060485e+18]",56
2017-02-06,2017-02-06,H,1134,2,7,['369744'],"[['Куинни Голдштейн', 'Лэнгдон Шоу']]",General,"['Драма', 'Романтика']",6,"['AU', 'ООС']",,,['379502'],,,"[1.9973239416256215e+18, 7.073745480810905e+18, 8.450886140224006e+18, 9.116345919209585e+18, 2.3780845474712504e+18, 6.390872403470491e+18, 4.3791522442953436e+18, 1.8956597778171512e+18]","[8.741477871658636e+18, 7.285076916399111e+18, 5.521066326736961e+18]",19
2019-08-24,2019-08-24,H,3770,2,18,['58426'],"[['Гермиона Грейнджер', 'Драко Малфой'], 'Гарри Поттер', 'Рон Уизли', 'Джинни Уизли', 'Блейз Забини']",R,"['Ангст', 'Драма', 'Романтика', 'Hurt/comfort']",12,"['AU', 'ООС', 'Смерть персонажа']",,,['140452'],/serie2075,,[3.0682813372394445e+17],"[9.093989600810537e+18, 3.2269359891538053e+18, 5.091602363353723e+18]",294
2017-01-09,2017-01-09,G,4958,6,45,['183444'],"['Северус Снейп', 'Луна Лавгуд']",R,"['Ангст', 'Hurt/comfort']",31,,,,,,/challenge36,"[6.634888820157683e+18, 3.6306655692989635e+18]",[],255
2010-07-15,2010-07-15,H,42447,7,78,['38247'],"[['Гермиона Грейнджер', 'Северус Снейп']]",NC-17,"['Романтика', 'PWP']",15,"['AU', 'От первого лица (POV)']",,,[],,,"[3.2236380562404004e+18, 2.3898605776061343e+18]","[5.708357661850474e+18, 9.093989600810537e+18, 8.94765061936755e+18]",1440
2016-04-13,2016-04-13,H,9263,2,18,['126052'],"[['Люциус Малфой', 'Гермиона Грейнджер', 'Драко Малфой']]",PG-13,"['Драма', 'Драббл', 'Романтика']",4,['AU'],,,,/serie947,,"[8.876342901032378e+18, 7.393011223078967e+18, 5.265852854338336e+18]","[9.093989600810537e+18, 5.091602363353723e+18, 8.607079560928971e+18]",442
2018-03-18,2018-03-18,G,2556,1,14,['84913'],"['Лорд Волдеморт (Том Риддл)', 'Гарри Поттер']",R,"['Ангст', 'Даркфик', 'Драма']",12,"['AU', 'Насилие', 'ООС', 'Пытки']",,,"['63746', '98265']",/serie1660,/challenge56,[8.688856853110263e+18],"[3.613509134815139e+18, 9.093989600810537e+18, 3.5935108451369114e+18]",163
2011-06-24,2011-06-24,H,11536,1,44,['43585'],"[['Альбус Дамблдор', 'Геллерт Гриндевальд'], 'Гарри Поттер']",PG-13,"['Пропущенная сцена', 'Комедия', 'Экшен']",17,['AU'],,,['40566'],,,"[1.9029727718218387e+17, 6.590990111209384e+18, 4.79294927189414e+18, 1.9029727718218387e+17, 4.831240672133369e+18, 1.25927051220053e+18, 4.414957327612308e+17, 5.666493937381962e+18, 4.334479708236812e+18]",[5.708357661850474e+18],77
